"population","household.size","race.pctblack","race.pctwhite","race.pctasian","race.pcthisp","age.pct12to21","age.pct12to29","age.pct16to24","age.pct65up","pct.urban","med.income","pct.wage.inc","pct.farmself.inc","pct.inv.inc","pct.socsec.inc","pct.pubasst.inc","pct.retire","med.family.inc","percap.inc","white.percap","black.percap","indian.percap","asian.percap","hisp.percap","pct.pop.underpov","pct.less9thgrade","pct.not.hsgrad","pct.bs.ormore","pct.unemployed","pct.employed","pct.employed.manuf","pct.employed.profserv","pct.occup.manuf","pct.occup.mgmtprof","male.pct.divorce","male.pct.nvrmarried","female.pct.divorce","total.pct.divorce","ave.people.per.fam","pct.fam2parents","pct.kids2parents","pct.youngkids2parents","pct.teens2parents","pct.workmom.youngkids","pct.workmom","num.kids.nvrmarried","pct.kids.nvrmarried","num.immig","pct.immig.recent","pct.immig.recent5","pct.immig.recent8","pct.immig.recent10","pct.pop.immig","pct.pop.immig5","pct.pop.immig8","pct.pop.immig10","pct.english.only","pct.no.english.well","pct.fam.hh.large","pct.occup.hh.large","ave.people.per.hh","ave.people.per.ownoccup.hh","ave.people.per.rented.hh","pct.people.ownoccup.hh","pct.people.dense.hh","pct.hh.less3br","med.num.br","pct.house.occup","pct.house.ownoccup","pct.house.vacant","pct.house.vacant.6moplus","med.yr.house.built","pct.house.nophone","pct.house.no.plumb","value.ownoccup.house.lowquart","value.ownoccup.med","value.ownoccup.highquart","ownoccup.qrange","rent.lowquart","rent.med","rent.highquart","rent.qrange","med.rent","med.rent.aspct.hhinc","med.owncost.aspct.hhinc.wmort","med.owncost.as.pct.hhinc.womort","num.in.shelters","num.homeless","pct.foreignborn","pct.born.samestate","pct.samehouse1985","pct.samecity1985","pct.samestate1985","land.area","pop.density","pct.use.publictransit","violentcrimes.perpop"
10005,2.56,38.46,60.07,0.84,1.41,13.25,24.5,11.54,18.31,0,18619,69.19,0.15,28.55,36.28,14.08,20.22,24047,10086,13067,5390,26912,0,10803,24.78,13.46,33.24,14.5,8.15,49.25,9.15,27.12,15.4,24.61,14.85,29.11,17.68,16.38,3.11,52.76,45.86,56.04,59.71,55.69,69.04,515,5.66,164,12.8,21.95,21.95,35.37,0.21,0.36,0.36,0.58,96.89,0.3,6.76,4.3,2.43,2.45,2.4,56.77,5.76,48.22,3,86.85,56.26,3.05,31.3,1961,14.76,2.56,26100,39800,62000,35900,142,219,286,144,312,29.1,19.1,13.5,0,35,1.65,67.62,51.83,73.72,90.29,10.9,917.2,0.17,2119.93
19505,1.99,5.58,93.87,0.22,2.11,5.94,11.44,5.61,38.78,100,43148,51.89,1.06,68.55,54.3,2.61,28.33,58498,41358,43299,12298,20281,22517,11269,6.19,3.29,11.17,38.01,2.99,40.52,5.58,23.47,5.1,37.37,8.59,16.03,10.01,9.37,2.42,71.15,67.01,78,70.77,65.51,65.09,178,0.89,1171,11.19,16.23,23.83,28.44,0.67,0.97,1.43,1.71,93.46,1.08,1.43,0.9,1.97,1.98,1.9,79.16,1.38,57.29,2,64.1,78.44,0.15,26.18,1973,2.16,0.07,153200,252600,484200,331000,293,463,637,344,543,26.4,22.6,12.3,0,10,6,10.07,54.53,71.99,75.92,11.4,1718.2,0.24,541.74
11804,2.17,9.34,87.88,1.14,6.21,8.19,20.86,8.73,15.24,100,26710,78.76,0.35,39.84,27.1,2.27,10.59,33892,16502,17834,6506,10085,10397,8882,12.63,5.57,20.04,15.76,4.21,67.13,7.94,21.96,9.88,24.3,16.51,34.28,19.26,17.92,2.79,65.35,63.85,73.64,59.11,70.08,78.85,241,3.18,1669,21.45,31.94,39.19,47.57,3.03,4.52,5.54,6.73,84.12,4.29,4.12,2.15,2.11,2.18,2.01,59.68,4.81,68.26,2,90.76,57.68,1.81,26.58,1964,5.45,0.2,75800,91800,119400,43600,376,429,494,118,507,29.4,21.4,12.8,19,0,14.14,21.41,44.98,77.28,80.93,2,5843.6,2.54,838.59
26866,2.88,23,66.37,0.9,35.28,14.33,30.07,14.93,9.71,100,20594,75.83,1.3,23.64,20.96,11.17,11.96,22980,9757,11820,5741,5823,8255,5673,29.91,22.93,44.42,8.52,7.11,59.99,4.48,14.74,16.29,13.8,13.12,34.42,16.82,14.95,3.28,54.14,47.75,54.12,50.57,50.19,59.85,2848,14.15,5326,16.18,37.7,50.41,68.21,3.21,7.47,9.99,13.52,61.19,13.15,10.2,7.47,2.83,2.58,2.98,35.32,18.26,75.77,2,86.47,38.68,3.16,14.95,1973,17.87,0.13,52700,67300,89700,37000,224,328,408,184,410,30.2,22.2,12.7,29,5,19.82,33.7,33.71,73.89,79.03,12,2232.9,2.52,3364.91
12967,2.38,20.03,78.72,0.52,1.66,10.58,19.91,9.39,25.46,0,21328,58.38,0.91,41.97,49.2,6.28,24.97,25185,11829,13401,6070,14213,8674,5939,14.8,10.27,29.99,15.84,7.37,45.73,7.67,27.38,12,24.36,9.46,18.92,12.8,11.33,2.81,63.58,58.97,69.63,73.18,64.73,72.97,411,3.68,500,6.8,8.8,8.8,13.2,0.26,0.34,0.34,0.51,95.7,0.14,4.05,2.77,2.32,2.32,2.31,66.02,3.4,62.11,2,86.13,65.93,1.14,25.57,1973,8.49,0.11,46000,64500,90000,44000,193,305,382,189,369,28.7,22.6,12.2,0,0,3.86,35.04,41.24,69.69,80.09,7.7,1690.2,0,508.57
16491,2.46,21.9,76.14,0.41,3.78,16.68,28.19,17.14,21.02,0,20380,61.34,1.16,41.01,44.58,6.22,23.3,25081,10590,12082,5669,5638,6613,7309,20.32,8.87,27.12,18.94,7.43,45.66,12.02,32.53,16.07,28.51,11.43,34.45,14.58,13.23,2.91,54.63,49.06,60.54,59.41,69.01,70.45,818,6.28,712,14.47,19.66,23.31,29.49,0.62,0.85,1.01,1.27,93.4,1.46,5.71,3.26,2.21,2.25,2.16,53.99,3.53,64.38,2,86.89,52.94,1.18,40.57,1967,11.19,0.63,38800,51100,69900,31100,243,331,413,170,398,28.2,21.7,11.8,14,0,4.32,35.95,40.43,69.42,82.86,10,1651.7,0.29,1964.1
34378,2.45,21.82,75.5,1.7,1.34,13.65,25.55,12.19,15.4,100,21881,71.57,0.31,34.9,32.24,9.39,20.27,26629,12169,14016,6172,4438,9772,5597,19.64,12.12,29.65,16.72,7.83,54.05,7.73,25.23,11.27,25.95,13.01,27.19,16.99,15.18,2.98,63.04,57.54,62.69,67.75,62.56,68.48,1148,3.98,974,12.22,13.14,16.84,37.78,0.35,0.37,0.48,1.07,94.66,0.89,4.66,3.05,2.38,2.43,2.31,59.49,3.54,49.1,3,88.23,58.3,1.92,38.61,1965,8.75,0.41,35000,49800,72500,37500,178,279,361,183,364,26.3,19.3,13.1,45,24,2.83,45.78,49.38,76.1,82.17,16,2144.9,0.05,956.68
36830,2.6,42.37,53.68,0.54,6.43,13.02,24.47,12.06,17.55,100,18913,64.35,0.84,32.08,38.68,11.62,19.37,22601,9961,14238,4776,5271,25506,6870,29.23,18.35,43.15,11.26,12.39,48.15,7.14,21.59,16.01,16.82,13.83,32.2,17.42,15.73,3.08,46.08,36.72,49.83,41.25,63.47,70.91,3651,11.17,3419,14.68,30.16,40.22,60.34,1.36,2.8,3.73,5.6,88.42,2.87,8.89,5.94,2.54,2.32,2.77,47.36,9.75,69.77,2,82.15,51.85,2.05,17.67,1970,15.81,0.79,42400,56100,76500,34100,222,324,403,181,401,33.4,20.7,12.7,288,25,9.28,41.7,45.34,77.75,85.45,12.7,2892.7,3.1,2581.96
46325,2,16.68,81.57,0.84,3.86,6.9,18.5,8,33,100,26950,56.3,0.44,50.33,51.75,2.78,20.57,35318,17093,19119,7504,23238,12511,12427,9.89,8.75,25.73,16.07,4.79,48.33,8.91,16.44,9.25,24.63,10.56,24.5,11.94,11.32,2.62,66.1,58.7,77.97,60.51,68.59,76.28,1426,3.81,7000,9.06,14.53,20.31,29.59,1.37,2.2,3.07,4.47,85.27,2.89,3.77,2.1,2,1.99,2.02,71.79,3.72,79.54,2,80.28,72.1,1.07,34.29,1976,2.82,0.48,73400,97400,132800,59400,430,536,653,223,611,28,23.5,12.7,0,0,15.11,18.81,51.19,73.61,81.3,10.8,4281.4,1.35,832.58
17350,2.1,3.29,95.65,0.56,2.51,8.77,18.62,8.96,27.09,100,26877,56.75,0.55,52.16,46.98,3.69,23.7,35268,20310,20987,5381,8972,11473,16504,9.85,5.71,19.48,23.51,7.16,45.58,7.43,22.9,7.72,25.96,12.04,23.94,14.93,13.57,2.59,65.67,62.96,77.36,68.27,66.51,71.42,189,1.33,1088,12.87,15.35,18.47,23.62,0.81,0.96,1.16,1.48,92.4,0.6,1.91,1.16,2.07,2.08,2.06,62.34,2.24,65.76,2,82.16,62.11,0.39,22.95,1971,6.3,0.57,65400,104300,183500,118100,334,411,493,159,488,28.6,22.3,11.9,0,2,6.27,21.25,46.67,70.33,78.52,11.5,1512.9,0,657.11
34012,2.14,1.07,98.12,0.43,1.83,9.04,17.98,8.56,28.7,100,25906,59.1,0.51,55.49,49.21,3.71,28.87,33578,16721,16881,5061,22173,11533,14283,7.12,5.5,18.44,18.91,3.89,49.29,10.16,24.25,8.92,25.65,10.13,20.78,12.53,11.47,2.64,73.38,72.09,80.75,69.51,65.07,77.38,224,0.79,2400,5.17,7.38,8.58,12.54,0.36,0.52,0.61,0.88,92.76,0.57,1.76,1.1,2.08,2.15,1.91,72.87,1.06,69.4,2,86.3,70.49,0.52,16.01,1973,2.49,0,60900,76500,99700,38800,312,395,473,161,466,27.8,22.8,11.7,0,0,7.06,14.7,47.97,73.84,78.16,10.7,3173.9,0.65,513.6
164693,2.51,26.9,68.76,1.56,8.74,15.77,34.53,18.37,10.06,100,26119,80.89,0.48,32.38,22.52,6.37,11.8,30570,13879,16728,7369,10526,11894,9528,15.76,7.62,21.9,22.59,4.56,69.31,8.66,19.29,10.6,27.28,13.99,42.76,18.4,16.18,2.98,57.46,49.98,66.02,58.67,64.79,72.24,9455,9.1,11436,14.94,23.98,33.6,45.3,1.04,1.66,2.33,3.15,87.33,2.4,5.24,2.99,2.29,2.44,2.19,43.72,5.75,66.7,2,89.48,41.1,2.81,15.35,1972,7.31,0.29,59100,74300,98400,39300,338,428,511,173,506,27.3,21.4,12.6,688,235,6.94,32.34,35.77,62.21,71.83,69.7,2363.3,3.56,2304.49
65674,2.06,0.99,97.62,0.84,1.95,8.01,19.71,8.96,28.99,100,24296,61.15,0.43,48.47,46.13,3.62,27.26,30141,14539,14596,11602,10435,11754,10910,7.42,6.32,22.95,13.81,3.9,50.42,14.16,19.76,11.8,22.78,11.73,21.18,13.81,12.87,2.55,69.53,67.29,83.27,72.76,69.15,75.24,637,1.2,3946,10.77,18.25,21.16,24.08,0.65,1.1,1.27,1.45,93.02,0.63,1.67,1,2.02,2.05,1.95,67.02,1.35,78.45,2,82.46,65.83,0.24,24.42,1974,3.38,0.19,58300,71500,92500,34200,351,401,477,126,473,27.3,22,11.5,56,0,6.01,15.35,49.15,75.53,79.03,14.6,4484.7,0.6,622.5
61921,2.25,30.72,67.37,1.14,2.48,16.18,31.84,19.52,18.57,100,18631,65.65,0.35,35.07,37.1,7.76,19.29,24264,11901,14432,6485,10469,8809,11458,22.49,8.81,26.4,16.46,7.89,50.6,8.01,23.7,8.74,23.54,13.27,43.93,16.2,14.77,2.79,49.12,41.09,58.62,41.54,64.39,69.44,3604,7.96,4360,15.57,22.09,27.68,32.52,1.1,1.56,1.95,2.29,91.1,0.95,4.5,2.34,2.1,2.2,2.01,49.1,4.17,70.06,2,85.63,46.85,1.38,23.11,1967,11.11,0.2,45100,63000,88100,43000,264,355,436,172,420,30.4,24.1,13.1,94,18,7.04,33,41.24,67.69,75.79,33.4,1853.5,3.49,2082.86
40091,2.59,3.42,93.05,1.74,41.85,17.11,28.9,18.54,15.59,100,47506,78.77,0.98,56.73,28.72,3.79,13.87,64036,30852,32232,7399,34483,13824,27867,6.47,4.82,10.4,49.12,4.03,59.99,5.7,38.5,2.29,48.86,8.04,39.6,13.13,10.74,2.93,79.7,76.81,88.7,79.57,50.27,60.42,277,1.16,14275,11.31,16.45,21.18,27.36,4.03,5.86,7.54,9.74,51.8,6.93,4.25,2.66,2.33,2.58,1.89,70.47,6.32,50.96,2,93.35,63.61,2.45,28.79,1956,1.25,0.04,153100,223500,350700,197600,404,476,604,200,540,27.2,22.2,13.3,0,0,35.61,21.83,45.18,72.92,77.58,12.3,3272.2,3.11,974.36
28564,2.27,14.91,80.51,0.88,15.71,10.04,23.5,10.99,19.9,100,21665,66.24,0,38.37,38.38,4.46,18.47,25010,12130,13541,6190,9748,8723,7767,17.08,14.15,32.9,12.51,5.64,55.43,6.16,22.25,11.21,17.85,15.11,31.75,15.33,15.22,2.88,62.69,57.78,60.93,64.64,60.57,65.87,1201,5.82,5824,15.13,29.14,41.69,55.48,3.08,5.94,8.5,11.31,71.53,8.17,5.75,3.23,2.21,2.2,2.22,55.33,7.78,78.33,2,80.38,55.57,3.46,29.74,1962,7.87,0.29,52100,66900,88300,36200,327,387,450,123,453,29.3,24,12.7,0,23,20.39,20.17,42.8,74.38,78.35,5.8,4911.3,2.12,1680.3
14716,2.74,29.48,68.08,0.6,3.41,15.09,26.32,13.42,15.36,0,25751,72.83,1.81,31.16,34.29,8.94,20.08,30456,11356,13539,6749,6938,6647,7663,16.42,13.34,33.43,12.03,6.16,53.65,17.3,22.68,17.71,20.84,12.66,28.54,16.12,14.47,3.07,61.62,51.77,62.34,67.42,64.11,73.03,719,5.45,438,9.59,20.55,32.42,38.58,0.29,0.61,0.96,1.15,93.5,1.29,5.17,3.77,2.59,2.55,2.66,66.41,6.68,46.58,3,91.28,67.38,2.93,30.27,1962,11.64,0.92,38700,51400,70100,31400,174,263,336,162,346,25.4,16.6,11.5,0,0,2.98,58.32,56.46,86.11,93.04,8.9,1653.5,0.49,1517.44
42985,2.27,3.74,93.09,1.47,7.68,9.52,20.56,9.51,28.46,100,28465,62.64,0.2,44.95,46.24,3.14,21.06,35153,14897,15155,10299,17262,12721,10315,7.72,7.15,25.43,12.26,5.29,52.49,11.75,16.21,10.79,21.43,8.81,21.22,10.48,9.71,2.75,77.51,74.62,87.41,78.33,65.45,74.31,556,1.63,5830,11.08,17.8,20.86,28.35,1.5,2.41,2.83,3.85,83.69,2.46,3.11,2.08,2.26,2.26,2.26,78.26,2.67,69.64,2,87.45,78.25,0.52,29.89,1976,1.46,0.3,67300,83000,99900,32600,461,538,662,201,627,28.2,23,13.6,0,0,13.56,15.74,51.34,77.11,81.07,9.2,4692.7,0.9,373.65
13268,2.6,1.88,92.57,1.97,41.82,11.12,22.18,10.04,13.94,100,31461,79.94,0.6,42.04,25.66,3.84,17.5,38874,15394,15810,9460,19905,9437,11157,9.75,8.87,22.84,19.37,6.54,62.6,9.27,20.7,7.95,27.67,12.79,26.6,15.08,14,3.09,73.85,70.93,89.23,83.2,63.87,70.85,98,1.13,4449,17.15,25.65,30.73,43.36,5.75,8.6,10.3,14.54,54.12,10.34,5.48,3.77,2.55,2.67,2.33,66.7,11.7,55.77,2,95.36,63.55,0.81,22.98,1956,4.38,2.06,84500,103700,133700,49200,368,423,503,135,491,29.1,23.6,12.6,0,0,33.53,27.86,48.26,79.77,82.01,3,4364.5,2.91,950.27
10747,2.1,5.87,93.39,0.36,1.59,5.87,10.71,5.42,39.16,100,34158,49.2,0.87,65.95,57.66,6.32,39.51,40288,22482,23273,7422,44684,54993,15099,8.43,4.66,15.38,25.46,3.93,32.16,7.36,25.64,9.47,31.29,6.83,12.06,8.03,7.47,2.36,66.61,56.45,58.18,53.31,49.36,65.15,213,1.95,536,1.31,3.54,3.54,5.04,0.07,0.18,0.18,0.25,93.01,0.68,1.72,1.31,2.05,2.04,2.1,79.24,1.44,56.6,2,73.9,79.73,0.88,43.59,1979,3.7,0.16,114300,168200,225100,110800,240,364,513,273,434,25.6,23.7,11.5,0,0,4.93,14.53,41.11,58.03,66.03,14.6,736.1,0,415.11
11343,2.04,0.26,98.91,0.51,2.28,7.71,15.43,7.37,29.89,100,38464,63.67,0.63,65.34,46.82,2.31,24.4,49389,26855,26897,0,0,37373,16188,3.86,1.99,10.3,31.13,2.95,49.31,16.66,23.66,5.13,38.38,9.56,20.89,11.12,10.4,2.58,80.75,80.47,88.25,92.56,67.44,77.27,71,0.71,767,6.39,9.52,12.91,19.82,0.43,0.64,0.87,1.34,92.51,0.38,1.42,0.86,2.04,2.13,1.74,80.83,0.5,60.23,2,82.01,77.58,2.87,28.28,1970,0.11,0,94400,128200,200500,106100,483,558,745,262,648,27.6,20.1,13.4,0,0,6.76,16.44,57.81,79.19,83.32,3.4,3308.9,0,268.82
49708,2.35,38.54,58.59,1.49,6.79,10.51,23.96,10.85,19.4,100,26722,71.21,0.27,39.13,34.49,4.66,12.08,31847,14953,18094,10371,7465,14540,11478,10.32,5.32,20.82,19.01,5.55,58.33,10.43,24.48,10.41,25.75,10.82,28.1,14.91,13.07,2.91,61.48,56.83,71.3,59.11,69.1,75,2530,7.09,10249,17.23,25.28,38.62,50.03,3.55,5.21,7.96,10.32,84.62,2.05,4.69,2.96,2.33,2.32,2.35,57.49,7.13,75.47,2,80.43,57.89,0.64,28.6,1976,3.3,0.03,71300,93500,130200,58900,443,496,570,127,575,32.2,23.7,12.5,0,1,20.62,25.29,39.06,71.72,76.43,7.6,6533.6,3.3,1168.18
12482,2.28,3.51,94.86,0.92,2.02,10.89,25.45,13.4,19.56,100,24864,70.45,0.61,40.35,37.45,5.24,24.12,28551,12798,13103,6681,9311,5284,8489,10.34,8.08,25.86,11.78,6.08,55.56,8.35,20.43,8.57,23.63,11.73,26.89,15.86,13.91,2.71,68.29,66.77,83.98,82.67,65.33,72.6,184,1.85,671,15.2,20.42,24.29,28.46,0.82,1.1,1.31,1.53,92.8,1.2,2.19,1.44,2.26,2.25,2.28,62.87,1.8,59.98,2,89.59,63.19,0.47,11.46,1973,4.58,0.65,55000,67000,83500,28500,334,383,438,104,468,26.9,20.4,11.7,0,0,5.38,25.02,49.33,75.77,80.35,3.7,3402.9,0.6,463.85
11683,2.75,39.57,57.92,0.21,8.29,13.77,25.7,11.79,16.32,0,20347,71.77,1.06,24.85,38.8,8.02,16.36,22262,8878,11076,6042,0,7148,3991,20.75,22.55,46.34,8.19,13.21,51.91,6.93,16.45,19.29,14.31,11.84,27.3,14.85,13.46,3.15,56.65,48.54,64.24,62.32,61.34,68.6,905,7.73,522,10.34,23.75,35.25,48.08,0.46,1.06,1.57,2.15,91.44,2.01,8.19,6.12,2.72,2.6,2.91,57.68,7.98,56.87,2,83.26,60.47,1.87,36.77,1973,16.44,0.12,31300,42300,56200,24900,160,238,316,156,326,26.5,18.7,13.7,0,0,4.47,46.05,53.21,82.84,87.44,8.3,1407.6,1.84,1083.09
24725,2.26,22.64,76.02,0.56,2.51,10.24,20.5,10.01,24.55,100,23695,63.48,0.9,41.48,46.16,6.38,24.07,30046,14154,16383,6642,8565,13839,7586,13.46,10.9,28.73,17.76,6.59,49.11,9.29,24.58,10.12,26.18,11.72,23.41,15.42,13.79,2.78,59.45,51.8,65.62,56.93,63.14,72.08,1088,4.71,978,11.55,16.97,29.45,35.28,0.46,0.67,1.16,1.4,93.86,0.63,4.12,2.56,2.2,2.29,2.09,59.41,3.75,65.15,2,85.8,57.18,1.66,33.19,1971,8.08,0.55,46000,60700,82300,36300,221,311,406,185,380,28.7,21.7,11.4,27,3,3.96,38.21,46.5,77.55,83.09,12.6,1957.3,0.49,1419.14
30050,2.66,9.34,83.6,2.35,14.49,14.73,32.48,15.71,7.96,100,27591,86.55,0.87,27.14,18.08,4.63,11.82,30896,11931,12904,6526,8853,10607,7662,11.81,8.03,23.89,13.36,5.62,70.98,5.73,12.23,11.23,19.48,12.19,31.03,15.64,13.96,3.07,70,65.73,76.22,78.08,68.38,75.76,730,3.59,2474,12.13,28.01,34.03,49.03,1,2.31,2.8,4.04,82.28,3.75,4.82,3.36,2.62,2.77,2.51,48.16,6.71,60.93,2,83.21,45.7,0.61,17.95,1981,9.22,0.54,59300,74400,91300,32000,390,444,506,116,531,27.5,22.1,12.1,0,0,8.23,23.38,29.8,48.49,61.71,12.9,2336.7,0.35,1201.23
44822,1.96,2.31,95.96,0.89,5.44,5.29,14.64,6.73,44.41,100,26703,51.4,0.33,54.87,61.12,3.32,23.59,31567,18012,18207,14211,5975,11321,12623,5.79,7.18,24,14.2,5.82,39.44,9.43,18.97,7.36,25.27,6.8,16.96,8.48,7.72,2.37,76.36,72.93,90.65,71.86,61.01,71.06,198,0.51,6075,5.76,9.83,12.53,17.65,0.78,1.33,1.7,2.39,84.55,1.68,0.96,0.61,1.94,1.91,2.08,76.73,1.51,81.47,2,87.62,78.25,0.4,31.93,1978,0.86,0.16,63000,77600,99100,36100,496,557,644,148,633,29.3,23.3,12.4,0,1,13.55,8.6,47.15,72.91,77.64,11.9,3765.3,0.69,348.12
14589,2.82,7.2,90.06,1.41,8.23,9.6,20.02,6.9,15.3,100,40885,79.23,0.17,44.5,30.05,2.4,14.5,42787,15527,15883,10509,20291,16073,12854,3.08,4.78,15.31,21.12,4.38,64.31,7.55,24.64,6.92,27.38,6.23,16.1,9.81,8.12,3.09,85.41,82.8,89.03,83.39,69.17,72.56,116,1.15,1708,8.37,9.89,12.24,21.84,0.98,1.16,1.43,2.56,86.9,1.62,3.81,3.13,2.8,2.77,2.97,84.51,2.94,39.97,3,86.47,85.43,0.12,19.14,1983,1.68,0.3,75500,91100,112200,36700,551,605,687,136,719,27,23.2,12.9,0,0,11.71,24.1,35.15,66.44,74.82,9.1,1599,0.12,244.05
98784,2.24,8.97,89.13,1.03,2.92,10.59,21.32,10.25,22.03,100,26473,65.48,0.5,48.68,39.46,4.52,22.4,33434,16726,17842,6825,6710,9878,11896,10.65,6.23,19.78,20.36,4.8,54.33,10.93,21.78,8.39,25.52,12.57,25.6,15.15,13.98,2.75,65.94,62.09,73.14,71.95,63.62,72.2,2329,3.03,8077,10.31,15.45,22.67,28.61,0.84,1.26,1.85,2.34,89.99,1.24,2.71,1.68,2.17,2.25,2.04,64.08,2.15,69.5,2,81.99,61.78,1.11,27.45,1972,5.04,0.16,61700,82100,116700,55000,319,396,498,179,464,28.1,23.1,11.9,217,36,8.18,19.78,46.11,72.93,77.26,25.8,3833,1.55,1155.27
672971,2.62,24.35,72.75,1.92,2.58,13.82,28.77,13.88,9.76,98.8,28513,80.64,0.47,33.84,23.41,6.33,15.21,33548,13857,15833,8114,11393,14150,11306,12.81,7.26,23.13,18.39,5.2,65.89,9.15,20.61,12.43,25.2,12.64,29.38,16.5,14.64,3.1,69.79,64.73,78.04,71.52,62.69,69.91,21097,4.35,23310,11.41,19.79,27.9,35.26,0.4,0.69,0.97,1.22,93.55,0.69,4.63,3.19,2.54,2.66,2.36,64.77,4.33,45.81,3,90.37,61.98,6.87,35.74,1969,6.15,0.4,45700,64000,89900,44200,266,355,441,175,431,25.6,20.6,12.4,665,155,3.46,46.39,46.33,75.84,81.96,801.7,839.4,2.65,1681.08
22242,2.41,13.43,85.03,0.92,2.5,14.18,24.49,14.31,19.22,100,37080,70.07,1.4,56.04,34.59,4.04,22.87,47931,25161,28239,7168,20000,9480,13416,9.98,4.26,11.54,43.46,3.4,52.96,6.4,35.36,6.06,44.65,9.25,32.32,13.82,11.78,2.8,68.83,64.62,87.32,61.46,54.78,63.18,666,4.28,930,14.73,18.06,21.4,26.77,0.62,0.76,0.89,1.12,94.02,0.66,2.88,1.79,2.21,2.3,2.04,69.48,2.29,46.92,3,91.74,66.88,1.93,21.9,1961,2.37,0.16,91300,138600,233200,141900,340,435,595,255,512,29.2,20.6,11.8,9,3,4.18,27.47,48.88,71.27,81.18,7.2,3087.5,1.58,870.26
149377,2.25,28.11,69.61,0.87,7.15,9.95,23.03,10.44,15.54,100,27239,72.13,0.76,41.88,30.16,4.95,12.6,34010,19814,25429,6387,13713,23166,12177,17.11,9.15,25.83,21.85,6.68,58.56,8.78,20.92,11.18,25.77,16.19,38.31,17.29,16.74,2.91,56.97,49.93,64.9,57.06,61.63,68.19,8805,8.85,25963,14.11,26.54,36.76,52.73,2.45,4.61,6.39,9.16,80.73,3.85,6.13,3.22,2.17,2.22,2.12,55.54,8.23,74.76,2,81.75,54.4,3.45,35.8,1964,7.18,0.58,65800,99200,188200,122400,346,420,526,180,486,29.3,24.1,13.7,231,436,17.38,26.09,47.93,78.42,83.17,32.5,4597.3,4.7,1421.42
10404,2.52,29.58,66.8,1.78,23.76,11.35,25.05,11.92,12.4,100,31741,79.28,1.19,37.73,23.73,6.18,13.47,39358,17028,21486,7386,13525,20328,14316,14.79,7.23,20.85,31.07,5.49,64.47,7.49,34.65,7.18,36.19,12.29,37.74,16.34,14.39,3.23,63.68,52.06,65.04,65.78,60.86,67.26,725,9.52,2380,10,13.15,25.13,33.66,2.29,3.01,5.75,7.7,70.11,4.94,9.53,5.76,2.52,2.73,2.19,65.94,8.67,53.15,2,95.01,60.86,11.98,30.41,1958,2.76,0.25,77600,106700,146500,68900,338,421,506,168,485,29.4,22.9,14.5,0,0,22.88,36.65,57.52,84.66,86.69,2.4,4371.4,7.6,1759
32387,2.67,28.49,68.81,0.92,4.9,13.96,28.98,14.07,11.48,100,25029,76.99,0.58,27.95,30.37,9.2,14.17,28364,11115,13251,6301,6807,13245,6744,16.27,9.43,29.16,11.94,5.81,60.19,17.78,18.44,17.4,20.61,15.62,30.92,18.46,17.1,3.15,61.24,54.28,68.32,59.71,66.28,72.85,1988,7.7,1198,12.94,18.2,27.71,37.56,0.48,0.67,1.03,1.39,92.49,1.43,6.61,4.41,2.58,2.62,2.52,57.29,5.97,54.14,2,87.6,56.31,3.21,29.04,1974,8.16,0.3,46400,59300,74100,27700,275,381,455,180,458,27.1,22,13.2,53,16,3.7,43.39,46.34,71.64,83.46,17.9,1806.1,0.75,1440.54
121697,2.3,8.52,88.25,1.32,11.86,10.21,21.42,9.94,19.95,100,27352,67.62,0.38,42.96,39.24,5.28,14.53,33995,16303,17356,7127,15194,13422,10161,11.01,8.59,27.12,15.71,6.05,55.91,9.78,21.29,10.71,24.69,12.35,27.24,13.98,13.22,2.91,70.56,66.08,78.01,72.5,65.88,71.2,2631,2.83,21657,13.61,19.12,27.78,37.18,2.42,3.4,4.94,6.62,78.06,3.32,4.61,2.82,2.28,2.39,2.07,67.94,5.94,69,2,83.57,64.68,1.7,31.78,1966,4.01,0.32,64600,82100,114900,50300,361,446,584,223,523,30.7,23,13.5,90,98,17.8,22.95,49.56,75.31,83.24,28.2,4308.2,2,822.7
10084,2.75,20.39,76.19,1.86,13.52,14.24,23.45,13.29,14.67,100,41670,75.4,0.93,56.26,34.39,1.99,11.43,49597,21428,25186,8298,800,22334,13821,11.12,4.96,14.97,36.73,4.8,62.12,6.68,30.7,7.41,39.5,8.74,32.25,11.19,10.06,3.13,76.42,72.66,84.01,72.78,72.58,77.59,172,2.78,2416,11.92,20.12,31.37,44.62,2.86,4.82,7.52,10.69,71.14,4.07,7.22,5.1,2.61,2.64,2.39,87.49,6.35,44.16,3,93.59,86.36,0,36.65,1953,0.76,0.66,80900,104900,150800,69900,357,490,654,297,597,29.2,23.6,13.2,0,0,23.96,29.29,53.22,82.67,86.48,2.6,3896.4,2.87,1425.33
